Pid,trialName,q4,q5,reason,tentative decision
expert_2,bubble_chart-retrieve_value-politics,No,Hard to retrieve a value with this visual encoding,retrieve value can be hard in bubble chart if it's bubble size due to aggregation and difficulty estimating size,"q4: no
remove"
expert_7,bubble_chart-retrieve_value-politics,More than one option could be considered correct,Both (B) and (D) could be correct.,,
expert_9,bubble_chart-retrieve_value-politics,More than one option could be considered correct,,,
expert_10,bubble_chart-retrieve_value-politics,Yes,The options should be place-value justified,,
author1,bubble_chart-retrieve_value-politics,Yes,,,
author2,bubble_chart-retrieve_value-politics,More than one option could be considered correct,,,
expert_3,choropleth_map-describe_the_characteristics_of_an_alternative_chart_type-innovation,More than one option could be considered correct,,"""describe alt chart type"" sometimes doesn't have a clear single best answer","q4: no
remove"
expert_6,choropleth_map-describe_the_characteristics_of_an_alternative_chart_type-innovation,Yes,"Similarly, this seems to be a bit more about knowledge of the chart type than characteristics of this data for the other chart type.",,
expert_7,choropleth_map-describe_the_characteristics_of_an_alternative_chart_type-innovation,Yes,,,
expert_8,choropleth_map-describe_the_characteristics_of_an_alternative_chart_type-innovation,Yes,,,
author1,choropleth_map-describe_the_characteristics_of_an_alternative_chart_type-innovation,More than one option could be considered correct,,,
author2,choropleth_map-describe_the_characteristics_of_an_alternative_chart_type-innovation,More than one option could be considered correct,,,
expert_1,choropleth_map-describe_trend_or_correlation-politics,Yes,,only one person did not say yes,"q4: yes
keep"
expert_4,choropleth_map-describe_trend_or_correlation-politics,Yes,,,
expert_11,choropleth_map-describe_trend_or_correlation-politics,More than one option could be considered correct,,,
author1,choropleth_map-describe_trend_or_correlation-politics,Yes,,,
author2,choropleth_map-describe_trend_or_correlation-politics,Yes,,,
expert_3,choropleth_map-estimate_the_average_of_multiple_values_of_the_same_type-economy,More than one option could be considered correct,,hard to estimate average in choropleth map because of aggregation,"q4: yes
remove"
expert_6,choropleth_map-estimate_the_average_of_multiple_values_of_the_same_type-economy,Yes,,,
expert_7,choropleth_map-estimate_the_average_of_multiple_values_of_the_same_type-economy,More than one option could be considered correct,,,
expert_8,choropleth_map-estimate_the_average_of_multiple_values_of_the_same_type-economy,No,"There should be an option for ""can't tell from the graph""",,
author1,choropleth_map-estimate_the_average_of_multiple_values_of_the_same_type-economy,More than one option could be considered correct,too hard to estimate... aggregation,,
author2,choropleth_map-estimate_the_average_of_multiple_values_of_the_same_type-economy,More than one option could be considered correct,,,
expert_3,choropleth_map-estimate_the_difference_between_two_values_of_the_same_type-economy,No,"Read this as ""What's the difference in Texas and Oklahoma?"" Texas is great, while Oklahoma is just OK.
I'm not sure how to estimate the difference: given [A,B) and [B, C), would we take B - A or C - B? And those are ranges so any answer won't be exact.",hard to estimate difference in choropleth map because of aggregation,"q4: no
remove"
expert_6,choropleth_map-estimate_the_difference_between_two_values_of_the_same_type-economy,More than one option could be considered correct,"For estimation, the extreme level of precisions does not seem necessary and the color bucketing adds additional ambiguity. ",,
expert_7,choropleth_map-estimate_the_difference_between_two_values_of_the_same_type-economy,More than one option could be considered correct,,,
expert_8,choropleth_map-estimate_the_difference_between_two_values_of_the_same_type-economy,No,I can't estimate the difference with color encoding,,
author1,choropleth_map-estimate_the_difference_between_two_values_of_the_same_type-economy,More than one option could be considered correct,aggregation problem,,
author2,choropleth_map-estimate_the_difference_between_two_values_of_the_same_type-economy,More than one option could be considered correct,,,
expert_3,choropleth_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,Yes,"The bins are different sizes in the legend. The first difference is 437, then 139, then 330, etc. If they were equally sized, then it would be easier to estimate the ratios.",hard to estimate ratio in choropleth map because of aggregation,"q4: no
remove"
expert_4,choropleth_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,No,,,
expert_6,choropleth_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,Yes,,,
expert_11,choropleth_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,More than one option could be considered correct,,,
author1,choropleth_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,Yes,this one is ok but in general aggregation make things hard or impossible unless options are easy,,
author2,choropleth_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,Yes,,,
expert_1,choropleth_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,Yes,"If the pattern we are looking for is geographic by nature, the answers make sense. But we might be looking at patterns of states by other factors that are not geographic.",only one person did not say yes,"q4: yes
keep"
expert_2,choropleth_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,Yes,,,
expert_5,choropleth_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,Yes,,,
expert_9,choropleth_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,No,,,
author1,choropleth_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,Yes,,,
author2,choropleth_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,Yes,,,
expert_4,choropleth_map-locate_value-innovation,More than one option could be considered correct,,hard to locate value in choropleth map because of aggregation,"q4: no
remove"
expert_6,choropleth_map-locate_value-innovation,More than one option could be considered correct,This visualization does not seem directly suited for the locate value task from the ambiguity and bucketing.,,
expert_11,choropleth_map-locate_value-innovation,More than one option could be considered correct,,,
author1,choropleth_map-locate_value-innovation,More than one option could be considered correct,aggregation,,
author2,choropleth_map-locate_value-innovation,More than one option could be considered correct,,,
expert_3,choropleth_map-make_comparisons-population_and_demography,No,"The binning used for the colors uses a rather large range (708,908 to 2,966,068), making it impossible to judge population with accuracy",hard to make comparisons in choropleth map because of aggregation,"q4: no
remove"
expert_7,choropleth_map-make_comparisons-population_and_demography,No,,,
expert_8,choropleth_map-make_comparisons-population_and_demography,No,,,
expert_10,choropleth_map-make_comparisons-population_and_demography,No,Legend text is illegibly small,,
author1,choropleth_map-make_comparisons-population_and_demography,No,aggregation problem. this type of problem needs to be carefully designed,,
author2,choropleth_map-make_comparisons-population_and_demography,No,,,
expert_1,choropleth_map-retrieve_value-population_and_demography,More than one option could be considered correct,I can guess what range california falls into. But nothing more than that.,hard to retrieve value in choropleth map because of aggregation,"q4: no
remove"
expert_5,choropleth_map-retrieve_value-population_and_demography,More than one option could be considered correct,,,
expert_9,choropleth_map-retrieve_value-population_and_demography,Yes,,,
author1,choropleth_map-retrieve_value-population_and_demography,More than one option could be considered correct,aggregation again,,
author2,choropleth_map-retrieve_value-population_and_demography,More than one option could be considered correct,,,
expert_1,histogram-describe_trend_or_correlation-food_and_agriculture,Yes,,only one person did not say yes,"q4: yes
keep"
expert_4,histogram-describe_trend_or_correlation-food_and_agriculture,Yes,,,
expert_5,histogram-describe_trend_or_correlation-food_and_agriculture,No,,,
author1,histogram-describe_trend_or_correlation-food_and_agriculture,Yes,,,
author2,histogram-describe_trend_or_correlation-food_and_agriculture,Yes,,,
expert_1,histogram-estimate_the_difference_between_two_values_of_the_same_type-innovation,Yes,,only one person did not say yes,"q4: yes
keep"
expert_2,histogram-estimate_the_difference_between_two_values_of_the_same_type-innovation,No,,,
expert_5,histogram-estimate_the_difference_between_two_values_of_the_same_type-innovation,Yes,,,
expert_9,histogram-estimate_the_difference_between_two_values_of_the_same_type-innovation,Yes,,,
author1,histogram-estimate_the_difference_between_two_values_of_the_same_type-innovation,Yes,a bit strange,,
author2,histogram-estimate_the_difference_between_two_values_of_the_same_type-innovation,Yes,,,
expert_3,histogram-identify_range-health,Yes,,only one person did not say yes,"q4: yes
keep"
expert_4,histogram-identify_range-health,No,It's a little hard to tell which option is correct.,,
expert_6,histogram-identify_range-health,Yes,,,
expert_11,histogram-identify_range-health,Yes,,,
author1,histogram-identify_range-health,Yes,,,
author2,histogram-identify_range-health,Yes,,,
expert_3,histogram-locate_value-economy,Yes,,only one person did not say yes,"q4: yes
keep"
expert_6,histogram-locate_value-economy,Yes,,,
expert_8,histogram-locate_value-economy,No,,,
expert_11,histogram-locate_value-economy,Yes,,,
author1,histogram-locate_value-economy,Yes,,,
author2,histogram-locate_value-economy,Yes,,,
expert_4,histogram-make_comparisons-population_and_demography,No,"The correct answer is D. The bar in the middle include both late 20s and early 30s, making it impossible to make the comparison.","potential issue due to aggregation

only one person did not say yes","q4: yes
keep"
expert_6,histogram-make_comparisons-population_and_demography,Yes,,,
expert_11,histogram-make_comparisons-population_and_demography,Yes,,,
author1,histogram-make_comparisons-population_and_demography,Yes,,,
author2,histogram-make_comparisons-population_and_demography,Yes,,,
expert_2,histogram-retrieve_value-health,No,only the x axis is needed; someone not paying attention might default to reading a value off the (incorrect) y axis,"issue due to aggregation

","q4: no
remove"
expert_5,histogram-retrieve_value-health,Yes,,,
expert_9,histogram-retrieve_value-health,No,,,
expert_10,histogram-retrieve_value-health,No,"This is a histogram, which shows bins (so it is impossible to determine the exact maximum). The largest *bin* is centered at 225.",,
author1,histogram-retrieve_value-health,Yes,,,
author2,histogram-retrieve_value-health,Yes,,,
expert_2,line_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment,More than one option could be considered correct,Uck more mental math,more people said yes,"q4: yes
keep"
expert_5,line_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment,Yes,,,
expert_9,line_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment,More than one option could be considered correct,,,
expert_10,line_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment,Yes,,,
author1,line_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment,Yes,,,
author2,line_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment,Yes,,,
expert_3,line_chart-judge_which_task_this_visualization_design_best_supports-politics,More than one option could be considered correct,,"""judge which task this vis best supports"" sometimes does not have a single best option for line chart","q4: no
remove"
expert_7,line_chart-judge_which_task_this_visualization_design_best_supports-politics,Yes,,,
expert_8,line_chart-judge_which_task_this_visualization_design_best_supports-politics,More than one option could be considered correct,A and B both look reasonable. Hard to argue which one is better ,,
expert_10,line_chart-judge_which_task_this_visualization_design_best_supports-politics,No,,,
author1,line_chart-judge_which_task_this_visualization_design_best_supports-politics,More than one option could be considered correct,,,
author2,line_chart-judge_which_task_this_visualization_design_best_supports-politics,No,,,
expert_2,line_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-health,Yes,This is noisy data. Maybe a moving average chart would be a better choice.,more people said yes,"q4: yes
keep"
expert_5,line_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-health,No,,,
expert_9,line_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-health,More than one option could be considered correct,,,
expert_10,line_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-health,Yes,,,
author1,line_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-health,Yes,,,
author2,line_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-health,Yes,,,
expert_1,pie_chart-describe_the_topic_of_the_visualization-politics,Yes,Vague title.,more people said yes,"q4: yes
keep"
expert_2,pie_chart-describe_the_topic_of_the_visualization-politics,More than one option could be considered correct,The chart is not explicit about what data is being used to calculate the percentages. Is it really % support for political parties? We don't know.,,
expert_5,pie_chart-describe_the_topic_of_the_visualization-politics,Yes,,,
expert_9,pie_chart-describe_the_topic_of_the_visualization-politics,Yes,,,
author1,pie_chart-describe_the_topic_of_the_visualization-politics,Yes,,,
author2,pie_chart-describe_the_topic_of_the_visualization-politics,Yes,,,
expert_2,pie_chart-describe_trend_or_correlation-health,Yes,,more people said yes,"q4: yes
keep"
expert_7,pie_chart-describe_trend_or_correlation-health,More than one option could be considered correct,(D) could be correct too,,
expert_9,pie_chart-describe_trend_or_correlation-health,Yes,,,
expert_10,pie_chart-describe_trend_or_correlation-health,Yes,,,
author1,pie_chart-describe_trend_or_correlation-health,Yes,,,
author2,pie_chart-describe_trend_or_correlation-health,Yes,,,
expert_3,pie_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture,Yes,,more people said yes,"q4: yes
keep"
expert_4,pie_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture,Yes,,,
expert_6,pie_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture,Yes,"Referring to the ""food and agriculture"" sectors is perhaps a bit unclear, as it seems like the question might ask about particular sectors, rather than all sectors.",,
expert_11,pie_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture,More than one option could be considered correct,,,
author1,pie_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture,Yes,,,
author2,pie_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture,Yes,,,
expert_3,pie_chart-estimate_the_difference_between_two_values_of_the_same_type-education,Yes,,"estimate difference in pie can be difficult

more people said yes","q4: yes
keep"
expert_6,pie_chart-estimate_the_difference_between_two_values_of_the_same_type-education,Yes,"Perhaps a shorter question would be more clear; I initially overlooked the ""percentage points"" part of the question, and noted that the ""value"" version of the question would be hard to answer. ",,
expert_8,pie_chart-estimate_the_difference_between_two_values_of_the_same_type-education,No,A pie is even worse than stacked bars for this task,,
expert_11,pie_chart-estimate_the_difference_between_two_values_of_the_same_type-education,Yes,,,
author1,pie_chart-estimate_the_difference_between_two_values_of_the_same_type-education,Yes,a bit hard,,
author2,pie_chart-estimate_the_difference_between_two_values_of_the_same_type-education,More than one option could be considered correct,,,
expert_3,pie_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation,No,,"estimate ratio in pie can be difficult

half of people did not say yes","q4: no
remove"
expert_6,pie_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation,Yes,,,
expert_8,pie_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation,Yes,,,
expert_11,pie_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation,More than one option could be considered correct,,,
author1,pie_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation,Yes,need to do math,,
author2,pie_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation,More than one option could be considered correct,,,
expert_4,pie_chart-identify_labels_of_scales-energy_and_environment,Yes,,special error,"q4: no
remove"
expert_6,pie_chart-identify_labels_of_scales-energy_and_environment,Yes,"There is no legend on this visualization; if there was, perhaps this question would be clear and reasonable.",,
expert_11,pie_chart-identify_labels_of_scales-energy_and_environment,Yes,there is no legend,,
author1,pie_chart-identify_labels_of_scales-energy_and_environment,No,legend not displayed ,,
author2,pie_chart-identify_labels_of_scales-energy_and_environment,Yes,,,
expert_1,pie_chart-identify_range-innovation,Yes,"I mean I could make a guess for the ranges, but really hard to figure out. Specially since Product innovation is about 25%, I can assume that the others are in the 20/30 range. ",only 1 person didn't say yes,"q4: yes
keep"
expert_4,pie_chart-identify_range-innovation,Yes,"The options can be better presented as percentages like [20%, 30%]",,
expert_11,pie_chart-identify_range-innovation,More than one option could be considered correct,,,
author1,pie_chart-identify_range-innovation,Yes,,,
author2,pie_chart-identify_range-innovation,Yes,,,
